full_name,age,monthly_income,loan_amount,loan_term_months,credit_history_years,late_payments_12m,existing_debt,num_credit_cards,credit_utilization,employment_years,employment_type,home_ownership,loan_purpose,collateral_type,number_of_dependents,recent_credit_inquiries,default
KH_04830,37,28709792.0,167801161.0,24,18.38,2,23371759.0,4,0.16,28.11,full_time,own,personal,savings,5,0,0
KH_04831,24,48259569.0,110439552.0,48,13.42,1,49106880.0,5,0.494,15.52,self_employed,own,personal,savings,1,1,0
KH_04832,40,17680220.0,19331200.0,24,19.49,0,72984026.0,5,0.412,19.43,full_time,own,debt_consolidation,none,0,3,0
KH_04833,31,34340327.0,227213977.0,120,6.18,1,28965052.0,7,0.091,8.35,full_time,own,personal,none,4,1,0
KH_04834,73,25421052.0,99637002.0,18,3.24,1,27172109.0,0,0.149,16.99,contract,own,personal,vehicle,3,2,0
KH_04835,48,19415190.0,161085383.0,24,9.69,1,15983410.0,4,0.315,19.57,self_employed,family,personal,savings,0,2,0
KH_04836,25,29314342.0,63736518.0,36,5.16,0,38834217.0,4,0.466,1.4,part_time,family,debt_consolidation,none,1,2,1
KH_04837,21,59521138.0,19050638.0,36,12.6,1,16252277.0,3,0.58,6.22,full_time,rent,education,real_estate,0,1,0
KH_04838,66,11895343.0,12971265.0,6,12.39,0,26503362.0,8,0.467,7.57,full_time,rent,business,none,3,2,1
KH_04839,71,9649356.0,40330058.0,36,3.31,0,24399376.0,1,0.182,21.47,full_time,rent,debt_consolidation,none,3,2,0
KH_04840,61,9288038.0,139701747.0,84,11.55,0,19777340.0,5,0.213,21.45,full_time,own,medical,savings,1,0,0
KH_04841,25,34355081.0,271243511.0,24,9.23,0,45450296.0,3,0.395,26.98,full_time,rent,medical,none,3,1,1
KH_04842,23,37504492.0,116336309.0,12,12.31,0,109183189.0,5,0.83,9.7,full_time,rent,education,savings,0,1,0
KH_04843,29,12696137.0,36797002.0,6,19.52,1,75912024.0,7,0.07,8.79,self_employed,rent,vehicle,guarantor,3,0,0
KH_04844,60,4490495.0,46214987.0,24,11.66,1,4993735.0,7,0.579,9.33,full_time,family,home,savings,0,2,0
KH_04845,61,11608991.0,286138313.0,12,6.84,0,36296464.0,3,0.201,29.5,part_time,mortgage,debt_consolidation,none,3,1,1
KH_04846,65,25699640.0,29537065.0,60,22.82,2,320411301.0,0,0.277,27.86,contract,rent,vehicle,vehicle,0,2,0
KH_04847,23,17236026.0,537171075.0,84,19.5,1,38216925.0,5,0.302,15.63,full_time,mortgage,business,none,0,3,0
KH_04848,26,20238724.0,443386375.0,84,24.07,1,25044095.0,2,0.103,3.26,self_employed,rent,business,real_estate,0,2,1
KH_04849,69,12809638.0,552428178.0,24,5.19,1,125205680.0,8,0.179,9.08,unemployed,rent,personal,none,2,2,1
KH_04850,70,34796948.0,124388028.0,24,15.0,2,33989960.0,6,0.186,2.95,full_time,rent,debt_consolidation,vehicle,0,1,0
KH_04851,59,22498450.0,67323784.0,24,18.19,2,112438678.0,5,0.342,25.36,self_employed,family,vehicle,savings,4,2,0
KH_04852,24,26352760.0,121839426.0,12,22.03,0,29495704.0,2,0.355,11.63,full_time,rent,debt_consolidation,guarantor,1,2,0
KH_04853,21,19960682.0,194826005.0,36,4.71,1,52863802.0,5,0.582,17.37,full_time,own,personal,none,2,3,0
KH_04854,21,25310291.0,51761682.0,12,6.55,0,18471399.0,3,0.593,15.16,full_time,own,education,none,2,1,0
KH_04855,57,24250648.0,35296610.0,6,23.04,1,94581539.0,8,0.433,10.05,full_time,rent,personal,none,3,1,1
KH_04856,66,9846571.0,70701278.0,60,14.62,0,33199354.0,5,0.047,8.09,full_time,own,vehicle,none,5,1,0
KH_04857,54,22939556.0,46681506.0,48,3.81,0,39740896.0,2,0.328,22.64,full_time,rent,debt_consolidation,savings,2,1,0
KH_04858,32,30109841.0,258414059.0,60,4.03,1,88870799.0,5,0.207,20.32,full_time,family,personal,none,4,3,0
KH_04859,61,38138097.0,53295110.0,24,24.13,2,55311914.0,8,0.144,24.87,self_employed,own,medical,none,2,0,0
KH_04860,21,23590437.0,97622199.0,60,22.47,1,29442318.0,3,0.142,9.59,self_employed,mortgage,vehicle,none,0,0,0
KH_04861,65,9611487.0,207554533.0,24,5.04,1,8708300.0,7,0.4,6.39,full_time,family,medical,none,1,0,1
KH_04862,68,10622937.0,267114027.0,12,13.02,0,31277788.0,7,0.136,19.96,full_time,family,home,savings,1,1,0
KH_04863,58,13565442.0,107456387.0,24,17.58,0,24430397.0,5,0.199,1.67,full_time,rent,vehicle,savings,3,1,0
KH_04864,68,20359005.0,124768681.0,36,11.56,0,35529493.0,3,0.444,23.79,contract,rent,business,none,1,2,0
KH_04865,51,16625178.0,37915790.0,24,7.81,0,28314898.0,3,0.049,17.3,full_time,rent,vehicle,none,4,1,0
KH_04866,44,8670669.0,214735668.0,48,17.08,1,122312704.0,6,0.378,26.66,full_time,rent,business,guarantor,2,1,0
KH_04867,36,8636986.0,263434412.0,24,2.9,0,59684116.0,1,0.522,18.04,full_time,own,debt_consolidation,vehicle,2,1,1
KH_04868,70,4601271.0,18356974.0,60,5.02,1,24672997.0,8,0.309,20.17,self_employed,rent,debt_consolidation,real_estate,0,0,0
KH_04869,57,4000000.0,402749032.0,12,0.3,1,69944825.0,3,0.435,29.51,full_time,mortgage,debt_consolidation,none,0,1,1
KH_04870,28,16522343.0,49612813.0,48,22.05,1,147392776.0,5,0.274,6.22,full_time,own,personal,savings,2,0,0
KH_04871,72,81330533.0,149193769.0,60,3.24,2,18496211.0,3,0.122,18.51,full_time,family,business,none,0,2,1
KH_04872,21,57874591.0,96133431.0,36,21.82,1,27818168.0,8,0.696,8.22,self_employed,own,education,guarantor,2,1,0
KH_04873,51,9530730.0,85497762.0,60,10.13,1,17756692.0,2,0.412,14.5,part_time,own,home,none,3,0,1
KH_04874,28,19842159.0,75510324.0,48,2.2,2,50443681.0,4,0.434,7.69,full_time,family,personal,vehicle,0,2,0
KH_04875,55,6947592.0,38711273.0,6,14.61,0,281244588.0,4,0.567,2.09,full_time,family,home,real_estate,2,1,1
KH_04876,41,7671411.0,140479768.0,36,7.02,0,114168439.0,6,0.328,13.71,full_time,own,medical,vehicle,4,0,0
KH_04877,42,8264875.0,70574698.0,36,11.6,2,25459071.0,8,0.476,9.84,contract,own,home,real_estate,3,1,0
KH_04878,56,15545910.0,29571194.0,6,24.89,0,66373693.0,8,0.475,3.89,contract,rent,debt_consolidation,vehicle,4,0,0
KH_04879,61,15986954.0,37339647.0,24,15.07,2,120081695.0,3,0.385,21.24,full_time,mortgage,personal,none,5,1,0
KH_04880,39,21213294.0,30000989.0,6,0.01,1,6876413.0,3,0.447,25.28,full_time,rent,medical,none,1,0,0
KH_04881,74,27700831.0,57622188.0,24,2.41,1,12900152.0,2,0.332,13.05,self_employed,mortgage,medical,none,1,2,0
KH_04882,46,14460187.0,135930548.0,120,19.85,1,88841941.0,8,0.364,20.94,full_time,rent,personal,none,1,1,0
KH_04883,27,18428586.0,49173720.0,84,16.94,1,8023488.0,2,0.528,24.92,part_time,own,medical,none,3,1,0
KH_04884,18,8840944.0,206218233.0,36,12.8,1,37602589.0,4,0.192,8.85,part_time,rent,debt_consolidation,none,0,0,1
KH_04885,29,7511602.0,81326943.0,24,19.65,0,72317523.0,0,0.151,2.67,part_time,rent,business,real_estate,2,0,0
KH_04886,57,6793999.0,70373410.0,24,5.43,2,48277652.0,0,0.157,18.37,unemployed,mortgage,vehicle,none,0,2,1
KH_04887,48,27450457.0,91291738.0,6,5.79,0,31854593.0,1,0.467,7.63,contract,own,personal,real_estate,2,1,0
KH_04888,37,14450538.0,294621465.0,24,10.76,1,138498020.0,4,0.523,4.62,self_employed,rent,vehicle,vehicle,4,1,1
KH_04889,45,5334225.0,28055138.0,48,19.18,0,80649653.0,2,0.163,22.69,self_employed,own,personal,none,0,3,0
KH_04890,65,17276789.0,367867050.0,36,24.72,0,317716376.0,5,0.596,18.81,full_time,family,personal,vehicle,0,0,1
KH_04891,50,7993573.0,203556939.0,24,6.79,0,11423075.0,7,0.715,26.3,self_employed,own,personal,none,0,1,0
KH_04892,21,52964294.0,88358433.0,12,15.9,0,20671294.0,3,0.416,3.17,unemployed,own,personal,none,1,1,1
KH_04893,20,12355949.0,246012292.0,60,11.73,1,32778310.0,6,0.707,8.44,self_employed,own,personal,savings,1,2,0
KH_04894,45,28032110.0,68422912.0,18,22.73,0,128622330.0,5,0.481,3.09,full_time,rent,business,none,0,2,0
KH_04895,41,36532334.0,114736281.0,24,20.9,0,73542909.0,6,0.565,7.29,full_time,family,vehicle,vehicle,2,4,1
KH_04896,66,9676190.0,56804034.0,24,4.19,0,23333232.0,5,0.344,28.89,full_time,family,personal,none,3,1,1
KH_04897,51,18912109.0,204652529.0,24,17.55,1,13154953.0,1,0.38,26.54,self_employed,mortgage,business,savings,3,2,0
KH_04898,61,25793587.0,49335426.0,36,0.89,2,11781632.0,1,0.242,11.58,part_time,mortgage,home,vehicle,0,0,0
KH_04899,51,19403952.0,86154918.0,36,12.63,1,200119876.0,8,0.39,0.63,full_time,own,vehicle,none,2,0,1
KH_04900,37,22761881.0,160304906.0,36,6.93,3,34177935.0,0,0.648,15.61,part_time,mortgage,debt_consolidation,none,2,0,0
KH_04901,55,7584545.0,219372427.0,12,9.05,0,42715776.0,8,0.171,25.41,full_time,rent,personal,real_estate,1,0,1
KH_04902,53,25803117.0,44782968.0,84,8.21,0,12950214.0,3,0.102,9.58,full_time,rent,personal,none,1,0,0
KH_04903,59,13122982.0,170711871.0,48,14.22,0,36108680.0,5,0.42,22.76,part_time,rent,business,none,2,0,0
KH_04904,28,22590174.0,39060915.0,60,21.08,0,14862131.0,7,0.737,5.04,full_time,own,medical,vehicle,0,1,0
KH_04905,54,32732370.0,14469290.0,12,12.62,1,39927409.0,8,0.493,13.2,full_time,rent,debt_consolidation,none,5,0,0
KH_04906,34,27801703.0,47653476.0,84,21.4,0,25097904.0,1,0.479,12.18,full_time,own,debt_consolidation,vehicle,2,2,0
KH_04907,63,22579436.0,182960567.0,48,24.24,1,17131457.0,7,0.291,18.02,full_time,own,personal,none,2,2,0
KH_04908,63,27323719.0,89070245.0,24,5.73,0,115949611.0,2,0.338,12.52,contract,rent,personal,none,0,1,0
KH_04909,53,28158209.0,57114692.0,6,20.68,1,125812343.0,1,0.362,29.31,full_time,rent,medical,none,2,0,0
KH_04910,71,47581666.0,94345752.0,18,5.04,4,57474028.0,3,0.611,27.3,full_time,rent,business,real_estate,0,0,0
KH_04911,48,17605983.0,91729992.0,60,2.44,0,5813646.0,5,0.517,18.83,contract,rent,debt_consolidation,vehicle,3,1,1
KH_04912,19,20024245.0,152692094.0,24,5.72,2,12167663.0,8,0.308,7.75,part_time,mortgage,business,guarantor,0,1,0
KH_04913,52,32990353.0,22870691.0,36,10.1,1,12689692.0,2,0.493,9.62,full_time,family,personal,real_estate,5,0,0
KH_04914,62,13087006.0,82500938.0,48,4.79,0,229488072.0,7,0.731,23.23,part_time,rent,debt_consolidation,vehicle,3,2,0
KH_04915,23,7556801.0,100027520.0,48,14.62,0,100995411.0,2,0.316,10.22,full_time,mortgage,education,vehicle,0,0,0
KH_04916,23,24803168.0,28197830.0,24,14.72,0,136224148.0,4,0.521,13.44,full_time,own,home,none,2,1,1
KH_04917,33,15743953.0,27871081.0,60,17.25,1,16558334.0,6,0.354,20.89,part_time,family,business,none,4,1,0
KH_04918,66,8211035.0,66010084.0,24,22.75,1,7549519.0,3,0.338,15.26,self_employed,own,personal,none,4,2,0
KH_04919,48,24921329.0,90654476.0,60,4.17,1,96735036.0,5,0.235,20.71,contract,own,personal,real_estate,0,1,0
KH_04920,73,45631954.0,90926255.0,24,24.86,0,3625450.0,4,0.273,7.97,full_time,rent,education,none,4,1,0
KH_04921,67,6240368.0,56087527.0,18,20.21,1,37948677.0,5,0.398,29.96,full_time,own,personal,guarantor,0,0,0
KH_04922,49,34983727.0,54167184.0,24,1.27,1,64033148.0,2,0.623,26.25,full_time,rent,debt_consolidation,guarantor,3,2,0
KH_04923,56,4000000.0,64322520.0,48,15.67,2,11418778.0,8,0.028,21.17,full_time,own,home,guarantor,1,1,0
KH_04924,36,13876343.0,115995705.0,36,6.33,1,158386725.0,8,0.465,3.48,self_employed,family,personal,real_estate,2,1,1
KH_04925,23,59543498.0,259235658.0,12,1.31,1,26325187.0,2,0.15,22.83,contract,mortgage,home,guarantor,0,3,0
KH_04926,40,14540838.0,13632714.0,12,17.06,1,48515430.0,7,0.225,19.08,unemployed,mortgage,business,none,2,0,0
KH_04927,51,19083646.0,152835392.0,36,1.82,1,59635501.0,7,0.371,12.65,full_time,rent,vehicle,vehicle,1,5,0
KH_04928,28,29554464.0,81886223.0,18,4.46,0,42314128.0,4,0.181,2.44,full_time,rent,personal,savings,0,1,0
KH_04929,30,5898299.0,140706141.0,12,17.39,1,19948409.0,6,0.363,7.06,contract,family,home,none,1,0,0
KH_04930,18,18863586.0,246539323.0,48,2.25,0,15548593.0,5,0.151,24.19,full_time,family,vehicle,savings,0,1,0
KH_04931,59,18767192.0,47368266.0,24,18.56,1,51231176.0,0,0.107,28.71,full_time,own,education,vehicle,0,2,0
KH_04932,69,60393434.0,200831982.0,12,0.56,0,65553166.0,2,0.102,2.55,full_time,mortgage,education,none,0,2,0
KH_04933,65,8061827.0,30996467.0,24,7.0,0,93066868.0,4,0.117,2.35,full_time,mortgage,education,real_estate,0,0,0
KH_04934,39,14046471.0,100310364.0,36,6.09,2,30177654.0,2,0.298,18.2,full_time,mortgage,home,none,2,1,0
KH_04935,51,9844771.0,73234778.0,36,4.61,1,37900388.0,1,0.519,5.93,full_time,rent,vehicle,none,0,2,0
KH_04936,72,9188972.0,93610936.0,6,13.28,2,14479365.0,1,0.139,23.46,contract,mortgage,personal,none,2,0,0
KH_04937,51,37456623.0,38827569.0,24,5.98,1,97308483.0,1,0.145,22.59,contract,family,personal,none,1,0,0
KH_04938,34,18314539.0,130472256.0,24,3.25,3,15010595.0,6,0.169,2.41,self_employed,mortgage,business,real_estate,3,1,0
KH_04939,37,12544133.0,346593924.0,24,9.15,1,63116106.0,6,0.296,1.13,self_employed,rent,personal,none,1,1,1
KH_04940,59,12855502.0,39398641.0,6,12.04,1,96468815.0,5,0.086,20.91,full_time,mortgage,vehicle,none,0,1,0
KH_04941,43,12481832.0,105742655.0,24,15.69,0,94856562.0,7,0.219,11.46,full_time,own,education,none,0,2,0
KH_04942,65,13228845.0,186289483.0,36,2.29,1,8967815.0,8,0.425,14.75,full_time,own,education,vehicle,5,0,0
KH_04943,67,7912805.0,69935966.0,12,4.27,0,7472353.0,6,0.685,29.38,full_time,own,business,none,1,1,0
KH_04944,20,15213719.0,286043430.0,84,1.11,1,13961980.0,4,0.39,7.54,part_time,family,business,vehicle,1,0,1
KH_04945,59,14251860.0,62463012.0,120,19.05,3,12148346.0,3,0.404,29.38,self_employed,family,medical,real_estate,5,2,0
KH_04946,39,10998995.0,81529032.0,24,13.23,0,289209818.0,7,0.423,19.16,part_time,rent,business,vehicle,5,2,0
KH_04947,47,19908601.0,38691835.0,36,6.4,0,50675376.0,0,0.754,23.39,part_time,own,vehicle,none,0,4,0
KH_04948,33,21037360.0,100224380.0,36,13.66,1,9873196.0,3,0.412,12.87,self_employed,own,home,none,0,0,0
KH_04949,38,12535330.0,90231553.0,12,20.1,0,12935637.0,4,0.64,22.48,self_employed,family,debt_consolidation,real_estate,3,1,1
KH_04950,36,16390216.0,154520338.0,24,19.37,0,167408339.0,3,0.303,5.74,part_time,rent,business,none,4,0,0
KH_04951,20,73220628.0,52406705.0,120,23.99,0,127734484.0,1,0.161,25.31,contract,rent,personal,real_estate,3,2,0
KH_04952,62,71425388.0,50406160.0,12,5.68,1,9309531.0,8,0.661,5.33,full_time,rent,business,none,0,0,0
KH_04953,26,9072185.0,133343429.0,36,5.0,1,75971609.0,7,0.411,24.06,full_time,rent,personal,real_estate,0,1,0
KH_04954,39,9934175.0,295131667.0,36,19.08,3,25546264.0,7,0.757,20.24,self_employed,family,vehicle,none,2,0,1
KH_04955,29,9040908.0,153617905.0,12,22.4,0,28549001.0,3,0.175,3.42,self_employed,family,vehicle,none,2,2,0
KH_04956,27,35782424.0,432728314.0,36,4.23,2,9029153.0,6,0.286,10.2,full_time,rent,medical,none,0,3,0
KH_04957,39,13892203.0,144289402.0,60,17.94,0,23602115.0,8,0.069,1.9,full_time,own,vehicle,vehicle,1,1,0
KH_04958,70,21034417.0,139939278.0,12,14.91,2,12424641.0,6,0.392,24.67,part_time,own,debt_consolidation,savings,2,0,0
KH_04959,71,65917274.0,160325900.0,12,22.57,1,124057058.0,1,0.639,21.4,part_time,rent,education,none,2,0,0
KH_04960,39,17877977.0,318860854.0,18,4.31,2,13286323.0,2,0.287,3.58,self_employed,own,vehicle,vehicle,0,0,1
KH_04961,46,28486589.0,257686628.0,48,8.54,2,111515319.0,0,0.367,26.85,self_employed,rent,business,none,0,0,0
KH_04962,74,25245432.0,35789808.0,36,15.87,2,23750710.0,1,0.425,1.34,full_time,family,business,vehicle,0,1,0
KH_04963,31,12280719.0,177736884.0,24,21.57,1,5122359.0,0,0.754,17.32,full_time,family,education,none,2,1,0
KH_04964,71,35831482.0,112771393.0,48,20.77,2,18067701.0,2,0.675,27.49,part_time,own,education,none,2,2,0
KH_04965,24,10361181.0,76315793.0,120,11.69,0,9805204.0,8,0.078,16.8,full_time,rent,business,vehicle,0,0,0
KH_04966,30,43004021.0,19941837.0,12,9.1,2,53942386.0,0,0.168,22.8,full_time,family,home,real_estate,3,1,0
KH_04967,37,12286838.0,24304777.0,60,4.76,0,10271709.0,4,0.079,21.44,full_time,rent,business,guarantor,2,2,0
KH_04968,20,13193084.0,66023618.0,24,10.21,0,21011335.0,6,0.568,24.07,self_employed,own,medical,none,2,1,0
KH_04969,64,8871596.0,25917201.0,12,24.87,0,45319891.0,6,0.167,20.75,full_time,rent,vehicle,none,1,1,0
KH_04970,66,9871019.0,67196178.0,18,5.31,0,9844451.0,5,0.199,8.77,full_time,rent,business,real_estate,0,0,0
KH_04971,39,13639568.0,165174045.0,24,23.56,2,131036973.0,0,0.466,12.01,contract,own,personal,vehicle,1,2,1
KH_04972,65,4000000.0,54926548.0,60,6.29,2,39955712.0,2,0.53,27.53,full_time,own,home,savings,0,2,1
KH_04973,62,15466954.0,96616824.0,24,3.01,0,35554075.0,0,0.563,15.25,full_time,rent,education,vehicle,0,0,0
KH_04974,63,12938256.0,36246778.0,36,17.78,1,7216676.0,4,0.81,3.05,part_time,rent,education,none,0,2,0
KH_04975,63,30080556.0,116019916.0,6,11.71,0,19343252.0,2,0.52,28.81,self_employed,rent,business,none,0,0,0
KH_04976,50,23696071.0,138618389.0,12,18.92,2,24648858.0,0,0.177,4.76,self_employed,mortgage,personal,savings,1,2,1
KH_04977,24,11363511.0,26851335.0,84,24.57,1,9482031.0,0,0.76,13.03,full_time,own,personal,none,2,0,0
KH_04978,70,13360649.0,47498889.0,60,3.19,0,76639945.0,0,0.395,24.14,part_time,own,vehicle,guarantor,3,4,0
KH_04979,52,15454033.0,30652522.0,24,13.17,2,33287227.0,0,0.833,0.75,self_employed,rent,business,real_estate,2,2,0
KH_04980,69,47287383.0,138745629.0,12,6.39,0,13522146.0,1,0.204,3.42,full_time,mortgage,vehicle,guarantor,0,0,0
KH_04981,72,10547340.0,103463123.0,6,12.33,1,22714719.0,0,0.311,7.19,full_time,own,vehicle,vehicle,3,3,0
KH_04982,28,11274317.0,86276275.0,120,6.41,3,33160971.0,0,0.237,16.76,contract,rent,business,savings,1,1,0
KH_04983,40,8643366.0,80702565.0,6,4.22,0,234085112.0,3,0.124,10.01,full_time,own,personal,vehicle,1,2,1
KH_04984,28,6869189.0,118417888.0,18,12.99,2,47492791.0,0,0.095,16.09,part_time,own,personal,real_estate,3,2,0
KH_04985,20,21975410.0,120449845.0,36,10.09,0,14153349.0,3,0.492,12.35,full_time,mortgage,business,vehicle,2,2,0
KH_04986,73,20537632.0,59060881.0,84,19.74,1,16336270.0,3,0.246,2.47,contract,family,debt_consolidation,vehicle,1,1,0
KH_04987,70,41436700.0,52433851.0,12,12.57,0,21154662.0,4,0.319,0.52,full_time,own,debt_consolidation,none,1,3,0
KH_04988,71,35420389.0,85598157.0,48,15.56,0,56432035.0,5,0.142,9.77,full_time,rent,home,none,0,1,0
KH_04989,68,85498397.0,76595246.0,24,17.61,0,46979778.0,5,0.222,15.91,full_time,own,vehicle,guarantor,1,2,0
KH_04990,54,17156111.0,518733136.0,36,1.9,2,50801612.0,3,0.055,19.99,part_time,mortgage,business,none,3,0,1
KH_04991,47,15195929.0,64942301.0,12,11.68,0,28655219.0,2,0.137,9.88,full_time,rent,debt_consolidation,vehicle,0,0,0
KH_04992,74,7730895.0,115125770.0,60,13.27,0,6661370.0,2,0.396,5.35,full_time,own,vehicle,none,0,2,0
KH_04993,49,28308088.0,133733255.0,48,15.27,3,54245556.0,4,0.752,0.24,self_employed,own,business,none,3,0,0
KH_04994,54,19441676.0,295969177.0,84,0.83,2,14536130.0,5,0.638,17.27,full_time,family,business,none,0,0,1
KH_04995,30,27486497.0,45164111.0,24,2.48,0,54086425.0,8,0.365,15.63,full_time,family,personal,guarantor,1,1,0
KH_04996,60,8584352.0,281043743.0,60,21.7,0,9185259.0,3,0.085,0.18,full_time,rent,personal,none,3,0,1
KH_04997,64,22621810.0,79401990.0,36,19.38,0,31094308.0,5,0.076,6.66,full_time,rent,personal,vehicle,5,1,0
KH_04998,56,20568309.0,754422922.0,36,10.74,0,66054621.0,6,0.432,1.2,full_time,family,personal,real_estate,2,0,1
KH_04999,46,19702480.0,122489040.0,12,0.42,0,230269986.0,7,0.151,19.78,self_employed,own,education,none,2,0,0
KH_05000,29,11544959.0,31665251.0,60,6.49,1,18519232.0,5,0.243,26.68,full_time,own,personal,none,3,1,0
KH_05001,19,38994975.0,76113435.0,24,16.93,2,135725618.0,7,0.506,20.14,contract,own,personal,real_estate,3,0,0
KH_05002,53,68242783.0,280237827.0,36,17.49,0,89357725.0,6,0.326,22.18,full_time,own,personal,vehicle,3,1,0
KH_05003,56,8746452.0,96459155.0,36,20.22,1,22268078.0,1,0.468,12.45,self_employed,own,personal,none,0,1,0
KH_05004,62,28750649.0,85552316.0,48,13.53,1,32333864.0,6,0.2,24.39,full_time,rent,personal,vehicle,3,0,0
KH_05005,72,4000000.0,165829020.0,36,19.01,2,18549976.0,1,0.672,19.54,self_employed,own,debt_consolidation,none,2,1,1
KH_05006,46,27798115.0,67125341.0,36,5.28,0,15491607.0,5,0.29,6.58,full_time,family,business,guarantor,0,1,0
KH_05007,65,5337574.0,75240261.0,36,3.6,1,7508330.0,1,0.627,13.35,full_time,rent,personal,none,0,1,0
KH_05008,58,12796133.0,40319545.0,36,8.07,0,11941008.0,2,0.298,5.35,full_time,own,personal,none,0,1,0
KH_05009,33,7666849.0,391234582.0,24,21.46,0,2549178.0,3,0.727,16.96,full_time,own,business,none,1,0,1
KH_05010,66,15646141.0,31835757.0,48,22.6,1,37055477.0,2,0.435,4.37,self_employed,own,business,vehicle,0,1,0
KH_05011,21,31049654.0,103944420.0,60,1.23,3,147481665.0,8,0.508,2.86,full_time,rent,home,none,0,0,1
KH_05012,52,5382313.0,135329363.0,36,4.22,1,41831650.0,6,0.551,12.62,self_employed,rent,debt_consolidation,real_estate,3,3,1
KH_05013,71,14249331.0,88961725.0,12,1.67,1,34528070.0,7,0.62,15.56,full_time,mortgage,debt_consolidation,savings,1,1,0
KH_05014,55,12892968.0,31001212.0,24,19.97,0,17903671.0,5,0.162,18.54,full_time,mortgage,vehicle,savings,4,1,0
KH_05015,71,50302431.0,38507778.0,60,20.31,1,221496395.0,3,0.065,11.18,full_time,own,business,none,3,0,0
KH_05016,21,23831695.0,140323301.0,60,23.21,0,93844455.0,0,0.39,2.55,contract,rent,personal,none,0,0,0
KH_05017,48,8374410.0,46382037.0,18,4.98,2,9325450.0,4,0.231,9.88,full_time,own,business,vehicle,4,2,0
KH_05018,62,13250435.0,15465242.0,84,12.83,4,269467124.0,5,0.645,8.61,full_time,rent,personal,savings,0,1,1
KH_05019,54,49493409.0,125053450.0,18,11.94,0,154357900.0,7,0.261,10.62,full_time,mortgage,personal,real_estate,1,1,0
KH_05020,68,28637276.0,42870700.0,60,24.05,1,11729117.0,0,0.36,25.14,full_time,mortgage,home,vehicle,2,1,0
KH_05021,44,9909759.0,153906620.0,84,23.93,1,73647898.0,4,0.179,4.77,full_time,family,personal,none,1,1,1
KH_05022,56,15131458.0,75825266.0,24,20.84,0,27967446.0,2,0.705,17.05,full_time,rent,personal,none,3,1,0
KH_05023,41,15449101.0,72782038.0,84,5.3,0,4704457.0,3,0.42,29.78,full_time,mortgage,business,none,3,2,0
KH_05024,67,12688341.0,94086270.0,36,8.62,0,13526407.0,3,0.066,19.11,self_employed,rent,personal,none,1,2,0
KH_05025,24,5922353.0,34195373.0,24,19.17,1,72247521.0,0,0.405,21.67,full_time,own,vehicle,savings,0,0,0
KH_05026,32,11587392.0,44619659.0,60,15.42,1,63691301.0,5,0.878,17.22,full_time,rent,home,none,3,0,0
KH_05027,23,44404966.0,72159160.0,12,14.6,1,533610199.0,3,0.097,2.87,contract,mortgage,vehicle,none,1,0,0
KH_05028,58,14050077.0,34025770.0,18,1.11,1,40501611.0,5,0.03,4.32,contract,mortgage,personal,none,0,2,0
KH_05029,31,16831580.0,165100550.0,18,10.97,1,5526476.0,1,0.631,21.9,full_time,family,personal,none,2,3,0
KH_05030,36,19721579.0,69306420.0,36,24.93,0,12632450.0,8,0.759,16.05,part_time,family,vehicle,none,4,3,0
KH_05031,65,76108782.0,26253218.0,48,11.87,1,21495106.0,0,0.247,24.25,self_employed,rent,personal,guarantor,2,2,1
KH_05032,38,18104135.0,55959882.0,60,22.13,1,24915816.0,3,0.623,3.13,full_time,own,debt_consolidation,savings,2,0,0
KH_05033,26,36650836.0,98084745.0,60,10.67,1,24016268.0,0,0.061,15.81,full_time,own,education,real_estate,1,2,0
KH_05034,19,12201448.0,61598208.0,60,21.89,1,45936763.0,7,0.168,17.18,full_time,own,vehicle,real_estate,0,0,0
KH_05035,30,15207097.0,126425496.0,36,20.14,1,148355679.0,5,0.287,20.06,part_time,mortgage,personal,none,1,0,0
KH_05036,70,18147468.0,146604805.0,60,15.65,1,49234650.0,5,0.395,19.32,full_time,own,personal,real_estate,0,0,0
KH_05037,49,10882819.0,693155877.0,18,20.2,0,4819191.0,3,0.257,21.31,contract,rent,personal,none,0,0,1
KH_05038,74,15767568.0,239333324.0,48,1.69,1,47657527.0,5,0.156,19.78,full_time,rent,education,real_estate,2,1,0
KH_05039,30,32059863.0,22396280.0,12,9.65,0,5434279.0,7,0.614,26.06,full_time,own,vehicle,vehicle,0,0,0
KH_05040,38,10698834.0,66261700.0,12,2.87,1,17055440.0,2,0.237,17.83,self_employed,rent,personal,none,1,2,0
KH_05041,27,18001042.0,71748329.0,18,17.49,0,187860187.0,5,0.728,24.14,full_time,rent,vehicle,none,1,1,0
KH_05042,40,28532636.0,146733784.0,12,7.76,1,4266524.0,2,0.687,18.3,full_time,own,personal,savings,1,0,0
KH_05043,50,10532533.0,40701360.0,84,13.19,2,231016045.0,0,0.124,12.76,full_time,mortgage,debt_consolidation,real_estate,0,3,0
KH_05044,64,36685835.0,57296832.0,24,21.64,1,54943180.0,4,0.784,12.73,part_time,rent,personal,none,0,0,0
KH_05045,38,18873258.0,31251256.0,60,18.88,1,45060929.0,4,0.376,1.84,full_time,own,business,savings,4,0,1
KH_05046,61,16168131.0,53940620.0,24,16.72,0,8362891.0,3,0.372,21.3,full_time,family,education,vehicle,0,0,0
